marketing_alias,manufacturer_name
SON XP STRIKE IS 512G,SON XP STRIKE IS 512G
SON XP STRIKE 512G,SON XP STRIKE 512G
SON XP3 8G,SON XP3 8G
SON XP5 16G,SON XP5 16G
SON XP8 64G,SON XP8 64G
SON XP3 NC 8G,SON XP3 NC 8G
SAM G970U GS10E 256G,SAM G970U GS10E 256G
SAM F700U GXY Z FLIP 256G,SAM F700U GXY Z FLIP 256G
SAM G988U GS20 ULT 5G 512G,SAM G988U GS20 ULT 5G 512G
SAM T237S GALAXY TAB 4 16G,SAM T237S GALAXY TAB 4 16G
SAM A505U A50 64G,SAM A505U A50 64G
SAM G960U GS9 64G,SAM G960U GS9 64G
SAM G965U GS9+ 64G,SAM G965U GS9+ 64G
SAM G986U GS20+ 5G 128G D,SAM G986U GS20+ 5G 128G D
SAM J320 GALAXY J3 16G,SAM J320 GALAXY J3 16G
SAM J327 GXY J3 EMERGE 16G,SAM J327 GXY J3 EMERGE 16G
SAM J337P GXY J3 ACHV 16G,SAM J337P GXY J3 ACHV 16G
SAM J727 J7 PERX 16G,SAM J727 J7 PERX 16G
SAM J737P J7 REFINE 32G,SAM J737P J7 REFINE 32G
SAM N960U NOTE 9 128G,SAM N960U NOTE 9 128G
SAM N970U NOTE 10 256G,SAM N970U NOTE 10 256G
SAM SMT517 32G,SAM SMT517 32G
SAM T587 TAB A 16G,SAM T587 TAB A 16G
SAM T597P TAB A 10.5,SAM T597P TAB A 10.5
SAM SMW737 32G,SAM SMW737 32G
SAM N975U NOTE 10+ 512G,SAM N975U NOTE 10+ 512G
TCT BLACKBERRY KEYONE 32GB,TCT BLACKBERRY KEYONE 32GB
ZTE N9560 MAX XL 16G,ZTE N9560 MAX XL 16G
ZTE MF920VS WARP CONN 128G,ZTE MF920VS WARP CONN 128G
ZTE MF975 POCKET WIFI HTSPT,ZTE MF975 POCKET WIFI HTSPT
ZTE WF723 PHN CONNECT 4,ZTE WF723 PHN CONNECT 4
SAM R865U GW4 40MM,SAM R865U GW4 40MM
SAM R895U GW4 CLASSIC 46MM,SAM R895U GW4 CLASSIC 46MM
SAM R885U GW4 CLASSIC 42MM,SAM R885U GW4 CLASSIC 42MM
SAM R875U GW4 44MM,SAM R875U GW4 44MM
SAM G973U GS10 128G,SAM G973U GS10 128G
GGL PIXEL WATCH ROHAN 32G,GGL PIXEL WATCH ROHAN 32G
SAM R915U GW5 44MM,SAM R915U GW5 44MM
SAM R925U GW5 PRO 45MM,SAM R925U GW5 PRO 45MM
SAM R905U GW5 40MM,SAM R905U GW5 40MM
GEO AI12 128G,GEO AI12 128G
SAM R945U GW6 44MM,SAM R945U GW6 44MM
SAM R935U GW6 40MM,SAM R935U GW6 40MM
SAM R965U GW6 CLS 47MM,SAM R965U GW6 CLS 47MM
SAM R955U GW6 CLS 43MM,SAM R955U GW6 CLS 43MM
GGL PIXEL WATCH 2 E14 32G,GGL PIXEL WATCH 2 E14 32G
GEO GO9B FLEET TRACKER,GEO GO9B FLEET TRACKER
SAM L305U GW7 40MM,SAM L305U GW7 40MM
SAM L315U GW7 44MM,SAM L315U GW7 44MM
SAM L705U GW ULTRA 47MM,SAM L705U GW ULTRA 47MM
GGL PIXEL WATCH3 41MM FSE22 32,GGL PIXEL WATCH3 41MM FSE22 32
GGL PIXEL WATCH 3 45MM FL22 32,GGL PIXEL WATCH 3 45MM FL22 32
SAM R866U GWFE 40MM,SAM R866U GWFE 40MM
GEO GO ANYWHERE TRACKER,GEO GO ANYWHERE TRACKER
TMO T-FIBER ROUTER,TMO T-FIBER ROUTER
GGL FME23 32G,GGL FME23 32G
GGL FK23 32G,GGL FK23 32G
GGL RG5 256G,GGL RG5 256G
GGL MT5 512G,GGL MT5 512G
GGL MT5 256G,GGL MT5 256G
GGL FL5 256G,GGL FL5 256G
GGL FL5 128G,GGL FL5 128G
GGL BZ5 256G,GGL BZ5 256G
GGL BZ5 128G,GGL BZ5 128G
ALC 4060W PIXI 4.5,ALC 4060W PIXI 4.5
APL IPHONE 4S,APL IPHONE 4S
APL IPHONE 4,APL IPHONE 4
APL IPAD RET 10 4GEN 16G,APL IPAD RET 10 4GEN 16G
APL IPAD RET 10 4GEN 32G,APL IPAD RET 10 4GEN 32G
APL IPAD RET 10 4GEN 64G,APL IPAD RET 10 4GEN 64G
APL IPAD MINI 7 16G,APL IPAD MINI 7 16G
APL IPAD MINI 7 32G,APL IPAD MINI 7 32G
APL IPAD MINI 7 64G,APL IPAD MINI 7 64G
APL IPAD RET 10 128G,APL IPAD RET 10 128G
APL IPAD MINI RETINA 32G,APL IPAD MINI RETINA 32G
APL IPHONE 4S 8GB,APL IPHONE 4S 8GB
NOK BEACON 2,NOK BEACON 2
NOK BEACON G6,NOK BEACON G6
NOK BEACON G6.2,NOK BEACON G6.2
ALC ONETOUCH 1018,ALC ONETOUCH 1018
ANS U520 WIKO RIDE16G,ANS U520 WIKO RIDE16G
HTC 0PAJ5 ONE E8 16G,HTC 0PAJ5 ONE E8 16G
HTC 801C ONE M7 32G,HTC 801C ONE M7 32G
HTC ONE M8 JORDAN,HTC ONE M8 JORDAN
HTC 902C ONE MAX 32G,HTC 902C ONE MAX 32G
HTC A9292 EVO 1G,HTC A9292 EVO 1G
HTC X325C EVO 4G,HTC X325C EVO 4G
HTC X515C EVO 3D 1G,HTC X515C EVO 3D 1G
AUD 9155,AUD 9155
CLPD LEGACY 16G,CLPD LEGACY 16G
CLPD 3706AS LEGACY 32G,CLPD 3706AS LEGACY 32G
MSFT SURFACE PEN,MSFT SURFACE PEN
MSFT SURFACE 3 128GB WIN 10,MSFT SURFACE 3 128GB WIN 10
#,#
MSFT SURFACE 3 128GB,MSFT SURFACE 3 128GB
MSFT SURFC 3 128G W/PEN AND TY,MSFT SURFC 3 128G W/PEN AND TY
MSFT SURFACE 3 TYPE COVER BLAC,MSFT SURFACE 3 TYPE COVER BLAC
MSFT SURFACE 3 64GB,MSFT SURFACE 3 64GB
MSFT SURFC 3 64G W/PEN AND TYP,MSFT SURFC 3 64G W/PEN AND TYP
NOK LUMIA 2520,NOK LUMIA 2520
MSFT SURFACE ARC TOUCH MOUSE,MSFT SURFACE ARC TOUCH MOUSE
SIER DELL 3340,SIER DELL 3340
DUMMY25IPHONE NPI PRO MAX MEM3,DUMMY25IPHONE NPI PRO MAX MEM3
DUMMY IPHONE NPI MEM 1,DUMMY IPHONE NPI MEM 1
DUMMY IPHONE NPI MEM 2,DUMMY IPHONE NPI MEM 2
DUMMY25IPHONE NPI PRO MAX MEM4,DUMMY25IPHONE NPI PRO MAX MEM4
DUMMY IPHONE NPI MEM 3,DUMMY IPHONE NPI MEM 3
DUMMY IPHONE NPI MEM 4,DUMMY IPHONE NPI MEM 4
DUMMY25IPHONE NPI PRO MAX MEM5,DUMMY25IPHONE NPI PRO MAX MEM5
DUMMY IPHONE NPI PLUS MEM 1,DUMMY IPHONE NPI PLUS MEM 1
DUMMY25IPHONE NPI PRO MAX MEM6,DUMMY25IPHONE NPI PRO MAX MEM6
DUMMY IPHONE NPI PLUS MEM 2,DUMMY IPHONE NPI PLUS MEM 2
DUMMY 25 IPHONE NPI ULTRA MEM2,DUMMY 25 IPHONE NPI ULTRA MEM2
DUMMY IPHONE NPI PLUS MEM 3,DUMMY IPHONE NPI PLUS MEM 3
DUMMY IPHONE NPI PLUS MEM 4,DUMMY IPHONE NPI PLUS MEM 4
DUMMY 25 IPHONE NPI ULTRA MEM3,DUMMY 25 IPHONE NPI ULTRA MEM3
DUMMY 25 IPHONE NPI ULTRA MEM4,DUMMY 25 IPHONE NPI ULTRA MEM4
DUMMY 25 IPHONE NPI ULTRA MEM5,DUMMY 25 IPHONE NPI ULTRA MEM5
DUMMY IPHONE NPI PRO MEM 4,DUMMY IPHONE NPI PRO MEM 4
DUMMY IPHONE NPI PRO MEM 5,DUMMY IPHONE NPI PRO MEM 5
DUMMY IPHONE NPI PRO MAX METRO,DUMMY IPHONE NPI PRO MAX METRO
DUMMY IPHONE NPI PRO MAX MEM 2,DUMMY IPHONE NPI PRO MAX MEM 2
DUMMY IPHONE NPI PRO MAX MEM 3,DUMMY IPHONE NPI PRO MAX MEM 3
DUMMY AW NPI SE3 44,DUMMY AW NPI SE3 44
DUMMY AW NPI SE3 40,DUMMY AW NPI SE3 40
GOOGLE PIXEL,GOOGLE PIXEL
FRA U772 512G,FRA U772 512G
GEOTAB GO9 RUGGED,GEOTAB GO9 RUGGED
HTC 0PCV1 DESIRE 510 18G,HTC 0PCV1 DESIRE 510 18G
HTC 2PW21 DESIRE 20 128G,HTC 2PW21 DESIRE 20 128G
HTC 2PW41 DESIRE 20 PLS 128G,HTC 2PW41 DESIRE 20 PLS 128G
HUA H1511 64G,HUA H1511 64G
HUA H1511 128G,HUA H1511 128G
HUA H1511 32G,HUA H1511 32G
KYO C5155 RISE 512G,KYO C5155 RISE 512G
KYO C5215 HYDRO EDGE 4G,KYO C5215 HYDRO EDGE 4G
KYO C6725 HYDRO VIBE 8G,KYO C6725 HYDRO VIBE 8G
KYO E4210 DURACORE 64G,KYO E4210 DURACORE 64G
KYO E4233 DURA PLUS 256G,KYO E4233 DURA PLUS 256G
KYO E4277 DURA XT 256G,KYO E4277 DURA XT 256G
KYO E6710 TORQUE 4G,KYO E6710 TORQUE 4G
KYO E6710 TORQUE,KYO E6710 TORQUE
KYO S2151 KONA 256G,KYO S2151 KONA 256G
KYO S3150 VERVE,KYO S3150 VERVE
LG LN272S REFLEX S 256G,LG LN272S REFLEX S 256G
LG LN510 TOUCH,LG LN510 TOUCH
LG LX610 LOTUS,LG LX610 LOTUS
LG LS670 OPTIMUS,LG LS670 OPTIMUS
LG S696 ELITE 1G,LG S696 ELITE 1G
LG LS840 VIPER,LG LS840 VIPER
LG D820 NEXUS 5,LG D820 NEXUS 5
LG D820 GPAD 8.3 16G,LG D820 GPAD 8.3 16G
LG H790 NEXUS 5X 16G,LG H790 NEXUS 5X 16G
LG H790 NEXUS 5X 32G,LG H790 NEXUS 5X 32G
LG LK430 GPAD 7.0 8G,LG LK430 GPAD 7.0 8G
LG LG720 OPTIMUS F3 4G,LG LG720 OPTIMUS F3 4G
LG LS860 MACH,LG LS860 MACH
LG LS885 G3 VIGOR 8G,LG LS885 G3 VIGOR 8G
LG LS980 G2 32G,LG LS980 G2 32G
LG LS990 G3 32G,LG LS990 G3 32G
LG LS995 G FLEX 32G,LG LS995 G FLEX 32G
LG LS996 G FLEX2 32G,LG LS996 G FLEX2 32G
LG X220P TRIBUTE EMPI 16G,LG X220P TRIBUTE EMPI 16G
LG X320 TRIBUTE 16G,LG X320 TRIBUTE 16G
MOTO 1056 X 16G,MOTO 1056 X 16G
MOTO 1056 X 64G,MOTO 1056 X 64G
MOTO 1056 X,MOTO 1056 X
MOT 1103 NEXUS 64G,MOT 1103 NEXUS 64G
MOTO XT1575 X PURE 16G,MOTO XT1575 X PURE 16G
MOTO XT1575 X PURE 32G,MOTO XT1575 X PURE 32G
MOTO XT1575 X PURE 64G,MOTO XT1575 X PURE 64G
MOTO 1607 G PLAY 16G,MOTO 1607 G PLAY 16G
MOTO 1625 G4 32G,MOTO 1625 G4 32G
MOTO 1644 G4 PLUS 32G,MOTO 1644 G4 PLUS 32G
MOTO 1710 Z2 PLAY 64G,MOTO 1710 Z2 PLAY 64G
MOTO 1768 E4 16G,MOTO 1768 E4 16G
MOTO 1775 E4 PLUS 16G,MOTO 1775 E4 PLUS 16G
MOTO 1775 E4 PLUS 32G,MOTO 1775 E4 PLUS 32G
MOT 20453 E 32G,MOT 20453 E 32G
MOT XT603 ADMIRAL,MOT XT603 ADMIRAL
MOT XT897 PHOTON 8G,MOT XT897 PHOTON 8G
NOK LUMIA 635,NOK LUMIA 635
NET AC341 HOTSPOT,NET AC341 HOTSPOT
NET FIXED MODEM,NET FIXED MODEM
NET AC771S SCARFI HTSPT,NET AC771S SCARFI HTSPT
NET AC771S HTSPT,NET AC771S HTSPT
NOV 5580 MIFI 3G,NOV 5580 MIFI 3G
OP THD1907,OP THD1907
ALC 7024W 1T FIERCE RAV4,ALC 7024W 1T FIERCE RAV4
LG D851 G3,LG D851 G3
SAM T869 GALAXY TAB 7.0 PLUS,SAM T869 GALAXY TAB 7.0 PLUS
ZTE ZMAX TMUS,ZTE ZMAX TMUS
BLB 10 2G,BLB 10 2G
SAM T217T GALAXY TAB 3,SAM T217T GALAXY TAB 3
SIER AC 250U HOTSPOT,SIER AC 250U HOTSPOT
KYO SCP 2700,KYO SCP 2700
SHA 306SH AQUOS 8G,SHA 306SH AQUOS 8G
KYO SCP 3100,KYO SCP 3100
KYO SCP 4900,KYO SCP 4900
HTC 501C DESIRE 510,HTC 501C DESIRE 510
KYO SCP 6760,KYO SCP 6760
SAM M919 GALAXY S 4 16GB,SAM M919 GALAXY S 4 16GB
SAM L710 GLAXY S4 16G,SAM L710 GLAXY S4 16G
KYO M9300,KYO M9300
SAM G986U GS20+ 5G 512G,SAM G986U GS20+ 5G 512G
BLB 9930 BOLD,BLB 9930 BOLD
RIM 9780 BOLD NON CAM,RIM 9780 BOLD NON CAM
SAM A516U A51 128G,SAM A516U A51 128G
SIE AC803S HTSPT,SIE AC803S HTSPT
SAM D710 EPIC 16G,SAM D710 EPIC 16G
SAM D720 NEXUS S,SAM D720 NEXUS S
SAM G781U GS20 FE 5G 256G,SAM G781U GS20 FE 5G 256G
SAM G860 GS5 SPORT 16G,SAM G860 GS5 SPORT 16G
SAM G900 GS5 16G,SAM G900 GS5 16G
SAM G930T GS7 32G,SAM G930T GS7 32G
SAM G935T GS7 EDGE 32G,SAM G935T GS7 EDGE 32G
SAM G955P GS8+ DREAM 2,SAM G955P GS8+ DREAM 2
SAM G981U GS20 5G 128G,SAM G981U GS20 5G 128G
ASPN MAGIC BOX GEN 3,ASPN MAGIC BOX GEN 3
SAM ATIV S I800,SAM ATIV S I800
SAM L300 GALAXY VICTORY  4G,SAM L300 GALAXY VICTORY  4G
SAM GS4 MINI 16G,SAM GS4 MINI 16G
SAM GS MEGA 8G,SAM GS MEGA 8G
SAM L710 GLAXY S III 16G,SAM L710 GLAXY S III 16G
SAM L720T GALAXY S4,SAM L720T GALAXY S4
SAM M390 ARRAY,SAM M390 ARRAY
SAM M400,SAM M400
HAR TREBL MAGIC BOX,HAR TREBL MAGIC BOX
ZTE MF97A HTSPT,ZTE MF97A HTSPT
SAM N900T GALAXY NOTE 3 32G,SAM N900T GALAXY NOTE 3 32G
ZTE N9810 VITAL 8G,ZTE N9810 VITAL 8G
SAM P500 GALAXY TAB2,SAM P500 GALAXY TAB2
CASA PEBBLE LTE FEMTO,CASA PEBBLE LTE FEMTO
ZTE S155 VEGO YD,ZTE S155 VEGO YD
SAM T237 TAB 4 16G,SAM T237 TAB 4 16G
SAM T727P TAB 64G,SAM T727P TAB 64G
ZTE V72C TAB 8G,ZTE V72C TAB 8G
SAM G930U GS7 32G,SAM G930U GS7 32G
SAM R805U GALAXY WATCH 49MM,SAM R805U GALAXY WATCH 49MM
ACCESSORIES,ACCESSORIES
TMO T-FIBER MESH ACCESS POINT,TMO T-FIBER MESH ACCESS POINT
SAM SMW767 256G,SAM SMW767 256G
MOT MB501 CLIQ XT,MOT MB501 CLIQ XT
SER TM717 EQUINOX,SER TM717 EQUINOX
KYO C6530N LATITUDE,KYO C6530N LATITUDE
MOT M3682,MOT M3682
MOT A630,MOT A630
MOT APOLLO 32GB,MOT APOLLO 32GB
MOT APOLLO 64GB,MOT APOLLO 64GB
MOT C350,MOT C350
MOT C650,MOT C650
MOT MB502 CHARM,MOT MB502 CHARM
MOT MB525 DEFY,MOT MB525 DEFY
MOT MB611 CLIQ 2,MOT MB611 CLIQ 2
MOT PEBL,MOT PEBL
MOT V195,MOT V195
NXT CELFI RS1-4,NXT CELFI RS1-4
NXT CELFI RS224,NXT CELFI RS224
APL IPHONE 5C 16G,APL IPHONE 5C 16G
SIE S12,SIE S12
